GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
proj-dining,edu.ucsb.cs156.dining.controllers,UsersController,0,16,0,0,0,4,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,MealController,0,18,0,0,0,4,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.controllers,CSRFController,0,5,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,UCSBAPIDiningCommonsController,0,11,0,0,0,3,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.controllers,UCSBDiningCommonsController,0,141,0,0,0,31,0,10,0,10
proj-dining,edu.ucsb.cs156.dining.controllers,UserInfoController,0,6,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,MenuItemController,0,31,0,0,0,4,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.controllers,RestaurantsController,0,104,0,0,0,21,0,9,0,9
proj-dining,edu.ucsb.cs156.dining.controllers,SystemInfoController,0,7,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,UCSBDatesController,0,119,0,0,0,25,0,10,0,10
proj-dining,edu.ucsb.cs156.dining.controllers,ApiController,0,24,0,0,0,7,0,5,0,5
proj-dining,edu.ucsb.cs156.dining.controllers,MenuItemReviewController,0,72,0,0,0,18,0,4,0,4
proj-dining,edu.ucsb.cs156.dining.errors,EntityNotFoundException,0,17,0,0,0,3,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.services,MealService,0,95,0,2,0,20,0,4,0,3
proj-dining,edu.ucsb.cs156.dining.services,MenuItemService,0,165,0,0,0,29,0,7,0,7
proj-dining,edu.ucsb.cs156.dining.services,CurrentUserService,0,10,0,2,0,2,0,3,0,2
proj-dining,edu.ucsb.cs156.dining.services,UCSBAPIDiningCommonsService,0,57,0,2,0,14,0,4,0,3
proj-dining,edu.ucsb.cs156.dining.services,SystemInfoServiceImpl,0,27,0,0,0,9,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.services,SystemInfoService,0,3,0,0,0,1,0,1,0,1
