GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
proj-dining,edu.ucsb.cs156.dining.controllers,UsersController,0,16,0,0,0,4,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,FrontendProxyController,25,0,2,0,8,0,3,0,2,0
proj-dining,edu.ucsb.cs156.dining.controllers,CSRFController,0,5,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,UCSBDiningCommonsController,0,141,0,0,0,31,0,10,0,10
proj-dining,edu.ucsb.cs156.dining.controllers,UserInfoController,0,6,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,FrontendController,8,0,0,0,3,0,3,0,3,0
proj-dining,edu.ucsb.cs156.dining.controllers,RestaurantsController,0,104,0,0,0,21,0,9,0,9
proj-dining,edu.ucsb.cs156.dining.controllers,SystemInfoController,0,7,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,UCSBDatesController,0,119,0,0,0,25,0,10,0,10
proj-dining,edu.ucsb.cs156.dining.controllers,ApiController,0,24,0,0,0,7,0,5,0,5
proj-dining,edu.ucsb.cs156.dining.config,SpaCsrfTokenRequestHandler,5,27,1,1,1,6,1,3,0,3
proj-dining,edu.ucsb.cs156.dining.config,CsrfCookieFilter,0,16,0,0,0,5,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.config,SecurityConfig,99,95,12,0,21,16,9,12,3,12
proj-dining,edu.ucsb.cs156.dining.config,OpenAPIConfig,3,0,0,0,1,0,1,0,1,0
proj-dining,edu.ucsb.cs156.dining.errors,EntityNotFoundException,0,17,0,0,0,3,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.services.wiremock,WiremockService,3,0,0,0,1,0,1,0,1,0
proj-dining,edu.ucsb.cs156.dining.services.wiremock,WiremockServiceDummy,16,0,0,0,6,0,4,0,4,0
proj-dining,edu.ucsb.cs156.dining.services.wiremock,WiremockServiceImpl,113,0,2,0,32,0,6,0,5,0
proj-dining,edu.ucsb.cs156.dining,ExampleApplication,18,16,0,0,7,6,3,4,3,4
proj-dining,edu.ucsb.cs156.dining.services,GrantedAuthoritiesService,0,21,0,0,0,7,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.services,CurrentUserServiceImpl,135,31,8,0,38,10,6,4,2,4
proj-dining,edu.ucsb.cs156.dining.services,CurrentUserService,0,10,0,2,0,2,0,3,0,2
proj-dining,edu.ucsb.cs156.dining.services,SystemInfoServiceImpl,0,27,0,0,0,9,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.services,SystemInfoService,0,3,0,0,0,1,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.aop,LoggingAspect,78,0,2,0,14,0,6,0,5,0
