GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
proj-dining,edu.ucsb.cs156.dining.interceptors,RoleInterceptor,0,85,0,10,0,21,0,9,0,4
proj-dining,edu.ucsb.cs156.dining.interceptors,RoleInterceptorConfig,0,9,0,0,0,3,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.entities,User,0,9,0,2,0,3,0,2,0,1
proj-dining,edu.ucsb.cs156.dining.controllers,AdminsController,0,86,0,2,0,19,0,8,0,7
proj-dining,edu.ucsb.cs156.dining.controllers,StatisticsController.StatisticsSummary,0,15,0,0,0,1,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.controllers,ModeratorsController,0,67,0,2,0,15,0,6,0,5
proj-dining,edu.ucsb.cs156.dining.controllers,DiningCommonsController,0,13,0,0,0,4,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.controllers,UsersController,0,102,0,4,0,25,0,9,0,7
proj-dining,edu.ucsb.cs156.dining.controllers,CSRFController,0,5,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,StatisticsController,0,27,0,0,0,7,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.controllers,UserInfoController,0,6,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,SystemInfoController,0,7,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,ReviewController,0,404,0,32,0,89,0,36,0,20
proj-dining,edu.ucsb.cs156.dining.controllers,UCSBDiningMenuItemsController,0,95,0,4,0,21,0,6,0,4
proj-dining,edu.ucsb.cs156.dining.controllers,AdminsController.AdminDTO,0,18,0,0,0,3,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,ApiController,0,32,0,0,0,8,0,6,0,6
proj-dining,edu.ucsb.cs156.dining.controllers,UCSBDiningMenuController,0,29,0,6,0,6,0,6,0,3
proj-dining,edu.ucsb.cs156.dining.utilities,CanonicalFormConverter,0,17,0,0,0,4,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.startup,DiningStartup,0,33,0,0,0,11,0,4,0,4
proj-dining,edu.ucsb.cs156.dining.startup,DiningApplicationRunner,0,14,0,0,0,5,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.errors,EntityNotFoundException,0,17,0,0,0,2,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.statuses,ModerationStatus,0,21,0,0,0,4,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.models,DiningCommons,0,13,0,0,0,3,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.models,UserDataDTO,0,49,0,0,0,18,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.services,UCSBDiningMenuItemsService.new TypeReference() {...},0,3,0,0,0,1,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.services,UCSBDiningMenuService,0,140,0,0,0,29,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.services,DiningCommonsService.new TypeReference() {...},0,3,0,0,0,1,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.services,SystemInfoService,0,3,0,0,0,1,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.services,UserDataDTOService,0,81,0,2,0,15,0,5,0,4
proj-dining,edu.ucsb.cs156.dining.services,DiningCommonsService,0,61,0,0,0,16,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.services,CurrentUserService,0,10,0,2,0,2,0,3,0,2
proj-dining,edu.ucsb.cs156.dining.services,SystemInfoServiceImpl,0,52,0,4,0,14,0,6,0,4
proj-dining,edu.ucsb.cs156.dining.services,UCSBDiningMenuItemsService,0,97,0,0,0,19,0,3,0,3
